code,name,mv_mean,amount_mean,num_days,profit
300841.SZ,康华生物,1682395.8196721312,218184.61663114754,122,829477810.74
300850.SZ,新强联,3101059.077313033,491263.1641229508,122,514307382.17
300861.SZ,美畅股份,2797673.218770492,166688.43667213115,122,763176262.84
300866.SZ,安克创新,3609303.462727893,195073.52241803278,122,981727237.06
300888.SZ,稳健医疗,3198461.5846530492,150198.59551639346,122,1239320067.26
300896.SZ,爱美客,10917218.79442623,882821.8466147541,122,957798548.01
300919.SZ,中伟股份,8231309.197779312,390888.4808770492,122,938952084.15
300957.SZ,贝泰妮,7833704.242622951,265576.3309590164,122,862922946.61
300973.SZ,立高食品,1956491.8985245903,104005.31759836065,122,283102550.2
300979.SZ,华利集团,9592835.655737706,84835.05995081966,122,2767861131.8
300999.SZ,金龙鱼,31245298.61109128,829501.880352459,122,4131620000.0
301029.SZ,怡合达,3258120.7952459017,53090.22626229509,122,400646567.66
301047.SZ,义翘神州,2277042.481967213,212070.04604918032,122,720013671.11
